County Name,State,Household Median Income,Family's Median Income,Total Population,State Code,County Code,State Abbr
Camden,Missouri,53478,67164,45466,29,029,MO
Jefferson,Missouri,65454,74953,223951,29,099,MO
New Madrid,Missouri,38679,46859,17560,29,143,MO
Ralls,Missouri,55377,68832,10234,29,173,MO
Shelby,Missouri,44083,59042,6013,29,205,MO
Webster,Missouri,50560,58488,38655,29,225,MO
Atchison,Missouri,50236,64474,5229,29,005,MO
Bates,Missouri,47625,63130,16296,29,013,MO
Benton,Missouri,40249,52185,19107,29,015,MO
Carter,Missouri,39530,55463,6147,29,035,MO
Dade,Missouri,40399,45104,7578,29,057,MO
Linn,Missouri,45930,52199,12113,29,115,MO
Howell,Missouri,38357,47152,40104,29,091,MO
Johnson,Missouri,55273,69294,53682,29,101,MO
Laclede,Missouri,47257,56215,35531,29,105,MO
Maries,Missouri,47569,64174,8803,29,125,MO
Phelps,Missouri,44154,61987,44630,29,161,MO
Platte,Missouri,80393,98059,100682,29,165,MO
St. Francois,Missouri,46466,58440,66643,29,187,MO
St. Louis city,Missouri,43896,57639,308174,29,510,MO
Andrew,Missouri,58772,73649,17503,29,003,MO
Butler,Missouri,39915,47402,42656,29,023,MO
Carroll,Missouri,50830,59605,8781,29,033,MO
Daviess,Missouri,51679,60685,8295,29,061,MO
Holt,Missouri,49524,59539,4432,29,087,MO
Marion,Missouri,48784,62059,28608,29,127,MO
Osage,Missouri,61687,73378,13615,29,151,MO
Ripley,Missouri,34971,43393,13567,29,181,MO
Warren,Missouri,60125,68807,34453,29,219,MO
Washington,Missouri,41483,49921,24860,29,221,MO
Christian,Missouri,60645,70516,85658,29,043,MO
DeKalb,Missouri,55918,70559,12526,29,063,MO
Harrison,Missouri,42917,53491,8491,29,081,MO
Lafayette,Missouri,58766,69940,32597,29,107,MO
Adair,Missouri,41929,63038,25369,29,001,MO
Scotland,Missouri,50085,62457,4902,29,199,MO
Sullivan,Missouri,46481,53944,6247,29,211,MO
Clark,Missouri,48909,61212,6779,29,045,MO
Jasper,Missouri,48357,57966,119920,29,097,MO
Lewis,Missouri,45988,57118,9955,29,111,MO
McDonald,Missouri,41643,47400,22782,29,119,MO
Perry,Missouri,55863,67146,19191,29,157,MO
Polk,Missouri,45660,52507,31748,29,167,MO
Ray,Missouri,61957,76799,22875,29,177,MO
Mercer,Missouri,47298,65648,3644,29,129,MO
Wright,Missouri,34776,42734,18203,29,229,MO
Clay,Missouri,70510,85622,242516,29,047,MO
Dent,Missouri,42100,53522,15545,29,065,MO
Saline,Missouri,44720,57327,22976,29,195,MO
Worth,Missouri,53580,61277,2027,29,227,MO
Grundy,Missouri,45594,63929,9992,29,079,MO
Morgan,Missouri,39003,49511,20271,29,141,MO
Reynolds,Missouri,40324,50776,6290,29,179,MO
St. Louis,Missouri,67420,88604,996919,29,189,MO
Stone,Missouri,49656,56921,31615,29,209,MO
Barry,Missouri,44403,53941,35530,29,009,MO
Boone,Missouri,55328,78103,177651,29,019,MO
Cole,Missouri,60066,77934,76723,29,051,MO
Crawford,Missouri,44438,53100,24154,29,055,MO
Iron,Missouri,37435,48482,10164,29,093,MO
Livingston,Missouri,46992,60491,15126,29,117,MO
Moniteau,Missouri,58010,70720,16046,29,135,MO
Pemiscot,Missouri,33859,44313,16663,29,155,MO
Pettis,Missouri,46157,56759,42355,29,159,MO
Shannon,Missouri,34265,44600,8217,29,203,MO
Randolph,Missouri,47740,60625,24878,29,175,MO
Dunklin,Missouri,36380,45334,30027,29,069,MO
Franklin,Missouri,57214,71130,103191,29,071,MO
Howard,Missouri,52700,65152,10058,29,089,MO
Jackson,Missouri,55134,71546,696216,29,095,MO
Miller,Missouri,47171,59006,25201,29,131,MO
Putnam,Missouri,42849,55375,4781,29,171,MO
Taney,Missouri,46031,53964,55114,29,213,MO
Buchanan,Missouri,51916,63626,88460,29,021,MO
Caldwell,Missouri,49839,59514,9039,29,025,MO
Cass,Missouri,69433,80914,103597,29,037,MO
Clinton,Missouri,62701,73924,20500,29,049,MO
Dallas,Missouri,43542,55856,16617,29,059,MO
Hickory,Missouri,34182,48062,9404,29,085,MO
Lincoln,Missouri,64196,74153,56477,29,113,MO
Monroe,Missouri,43966,57326,8629,29,137,MO
Newton,Missouri,50813,62334,58180,29,145,MO
Pike,Missouri,46385,59023,18455,29,163,MO
St. Charles,Missouri,84978,100320,394290,29,183,MO
Cape Girardeau,Missouri,53732,69699,78491,29,031,MO
Custer,Montana,52965,73245,11729,30,017,MT
Powder River,Montana,54427,61522,1607,30,075,MT
Roosevelt,Montana,43194,51658,11175,30,085,MT
Liberty,Montana,44875,61136,2351,30,051,MT
Richland,Montana,67205,86250,11199,30,083,MT
Toole,Montana,50721,63679,4892,30,101,MT
Daniels,Montana,57440,76450,1730,30,019,MT
Judith Basin,Montana,43661,58063,1954,30,045,MT
Deer Lodge,Montana,41820,50769,9106,30,023,MT
McCone,Montana,49701,62500,1790,30,055,MT
Rosebud,Montana,57992,69583,9152,30,087,MT
Dawson,Montana,58596,70083,9017,30,021,MT
Broadwater,Montana,60594,73946,5945,30,007,MT
Phillips,Montana,46212,59293,4077,30,071,MT
Hill,Montana,49321,62010,16436,30,041,MT
Chouteau,Montana,42298,53723,5732,30,015,MT
Lincoln,Montana,40140,50491,19537,30,053,MT
Park,Montana,53068,74420,16352,30,067,MT
Treasure,Montana,43047,55469,668,30,103,MT
Blaine,Montana,41279,48828,6719,30,005,MT
Sweet Grass,Montana,49886,67906,3670,30,097,MT
Teton,Montana,55000,64470,6086,30,099,MT
Prairie,Montana,43625,62262,1252,30,079,MT
Glacier,Montana,36045,47979,13732,30,035,MT
Fallon,Montana,64545,94688,2921,30,025,MT
Golden Valley,Montana,43875,52019,728,30,037,MT
Silver Bow,Montana,45718,65697,34770,30,093,MT
Stillwater,Montana,64645,80238,9466,30,095,MT
Jefferson,Montana,69646,81464,11917,30,043,MT
Granite,Montana,49881,60658,3311,30,039,MT
Wheatland,Montana,39655,49375,2142,30,107,MT
Madison,Montana,54107,65350,8302,30,057,MT
Sheridan,Montana,55521,72321,3483,30,091,MT
Carter,Montana,48000,61000,1331,30,011,MT
Big Horn,Montana,49859,55205,13387,30,003,MT
Lake,Montana,48829,57838,30013,30,047,MT
Lewis and Clark,Montana,65791,85982,67805,30,049,MT
Pondera,Montana,51151,64514,5994,30,073,MT
Yellowstone,Montana,61264,77466,159008,30,111,MT
Missoula,Montana,54062,73643,117309,30,063,MT
Ravalli,Montana,53054,66236,42512,30,081,MT
Valley,Montana,53162,68309,7471,30,105,MT
Cascade,Montana,49913,64409,81625,30,013,MT
Fergus,Montana,50540,59479,11221,30,027,MT
Garfield,Montana,42000,58542,1036,30,033,MT
Mineral,Montana,41705,51325,4251,30,061,MT
Petroleum,Montana,51250,64583,453,30,069,MT
Powell,Montana,54667,67944,6854,30,077,MT
Sanders,Montana,40823,50250,11681,30,089,MT
Wibaux,Montana,53958,68750,1122,30,109,MT
Gallatin,Montana,66397,88890,108063,30,031,MT
Meagher,Montana,46607,52917,1888,30,059,MT
Carbon,Montana,58707,74000,10597,30,009,MT
Beaverhead,Montana,43201,71033,9415,30,001,MT
Flathead,Montana,56182,70348,99899,30,029,MT
Musselshell,Montana,43274,52396,4766,30,065,MT
Blaine,Nebraska,51094,54250,477,31,009,NE
Deuel,Nebraska,47287,57000,1831,31,049,NE
Logan,Nebraska,52708,61250,927,31,113,NE
Thayer,Nebraska,51821,67813,5057,31,169,NE
Adams,Nebraska,53023,70688,31587,31,001,NE
Boone,Nebraska,54979,68142,5279,31,011,NE
Rock,Nebraska,56250,69420,1414,31,149,NE
Sherman,Nebraska,50781,70379,3033,31,163,NE
Howard,Nebraska,59348,73902,6417,31,093,NE
Gosper,Nebraska,64053,80833,2013,31,073,NE
Sarpy,Nebraska,82032,96898,181232,31,153,NE
Boyd,Nebraska,47778,66250,1937,31,015,NE
Fillmore,Nebraska,60313,81222,5547,31,059,NE
Hooker,Nebraska,41125,61250,693,31,091,NE
Seward,Nebraska,70389,87671,17171,31,159,NE
Webster,Nebraska,46188,63849,3537,31,181,NE
Butler,Nebraska,58979,76674,8029,31,023,NE
Arthur,Nebraska,42813,67656,427,31,005,NE
Gage,Nebraska,53110,72864,21594,31,067,NE
Kearney,Nebraska,60266,78254,6529,31,099,NE
Madison,Nebraska,53188,69562,35080,31,119,NE
Phelps,Nebraska,59040,76706,9100,31,137,NE
Wayne,Nebraska,56456,74638,9332,31,179,NE
Knox,Nebraska,52332,65665,8426,31,107,NE
Merrick,Nebraska,55649,70363,7798,31,121,NE
Pawnee,Nebraska,46452,59167,2649,31,133,NE
Wheeler,Nebraska,51591,67670,783,31,183,NE
Harlan,Nebraska,49835,70048,3415,31,083,NE
York,Nebraska,60298,75378,13745,31,185,NE
Buffalo,Nebraska,59431,79760,49209,31,019,NE
Colfax,Nebraska,58872,67464,10714,31,037,NE
Hitchcock,Nebraska,49962,65469,2815,31,087,NE
Platte,Nebraska,62305,78024,33174,31,141,NE
Polk,Nebraska,67719,77532,5225,31,143,NE
Box Butte,Nebraska,54004,72721,10970,31,013,NE
Brown,Nebraska,43098,61146,3015,31,017,NE
Sheridan,Nebraska,45371,59671,5231,31,161,NE
Lancaster,Nebraska,60527,81121,313158,31,109,NE
Nuckolls,Nebraska,43388,60720,4244,31,129,NE
Banner,Nebraska,51750,59219,722,31,007,NE
Frontier,Nebraska,54659,67102,2640,31,063,NE
Douglas,Nebraska,64629,84036,560617,31,055,NE
Richardson,Nebraska,47917,63551,7961,31,147,NE
Holt,Nebraska,60387,73214,10177,31,089,NE
Furnas,Nebraska,48838,63917,4747,31,065,NE
Saline,Nebraska,51502,63729,14270,31,151,NE
Thurston,Nebraska,51034,57204,7181,31,173,NE
Washington,Nebraska,71430,86451,20361,31,177,NE
Cherry,Nebraska,56651,64434,5779,31,031,NE
Dodge,Nebraska,54085,66765,36665,31,053,NE
Garden,Nebraska,43750,57386,1864,31,069,NE
Morrill,Nebraska,46194,60804,4781,31,123,NE
Nemaha,Nebraska,51828,72542,6973,31,127,NE
Thomas,Nebraska,59432,81250,645,31,171,NE
Dakota,Nebraska,59231,67759,20173,31,043,NE
Antelope,Nebraska,49912,63967,6341,31,003,NE
Chase,Nebraska,57009,64239,3783,31,029,NE
Clay,Nebraska,57173,71803,6203,31,035,NE
Custer,Nebraska,52184,59352,10826,31,041,NE
Franklin,Nebraska,49282,62292,2987,31,061,NE
Hamilton,Nebraska,64210,77679,9215,31,081,NE
Jefferson,Nebraska,44510,58441,7144,31,095,NE
Keith,Nebraska,50735,66333,8068,31,101,NE
Loup,Nebraska,51000,63056,605,31,115,NE
Perkins,Nebraska,65543,81250,2901,31,135,NE
Saunders,Nebraska,68682,83648,21165,31,155,NE
Scotts Bluff,Nebraska,49745,63635,36074,31,157,NE
Keya Paha,Nebraska,56500,58214,760,31,103,NE
Kimball,Nebraska,53403,65625,3633,31,105,NE
Lincoln,Nebraska,59795,74931,35263,31,111,NE
Pierce,Nebraska,64511,77889,7144,31,139,NE
Sioux,Nebraska,48269,57212,1219,31,165,NE
Burt,Nebraska,54203,70625,6510,31,021,NE
Cass,Nebraska,71846,88229,25888,31,025,NE
Cuming,Nebraska,56768,73154,8952,31,039,NE
Dixon,Nebraska,56905,72708,5719,31,051,NE
Dundy,Nebraska,41716,55982,1913,31,057,NE
Grant,Nebraska,46500,62000,722,31,075,NE
Greeley,Nebraska,47869,61125,2382,31,077,NE
Hall,Nebraska,57104,69435,61265,31,079,NE
Hayes,Nebraska,51726,67734,893,31,085,NE
Otoe,Nebraska,59167,76810,15949,31,131,NE
Red Willow,Nebraska,48808,63367,10768,31,145,NE
Cedar,Nebraska,61869,75346,8498,31,027,NE
Dawes,Nebraska,50750,71750,8810,31,045,NE
Johnson,Nebraska,54712,66063,5161,31,097,NE
Cheyenne,Nebraska,53871,74095,9604,31,033,NE
Dawson,Nebraska,53721,62454,23733,31,047,NE
Garfield,Nebraska,53000,60921,2001,31,071,NE
McPherson,Nebraska,48125,69167,395,31,117,NE
Nance,Nebraska,49032,62917,3544,31,125,NE
Stanton,Nebraska,63986,79207,5957,31,167,NE
Valley,Nebraska,55324,74714,4206,31,175,NE
Lander,Nevada,88030,98516,5643,32,015,NV
Esmeralda,Nevada,37375,61944,969,32,009,NV
Mineral,Nevada,35806,51533,4460,32,021,NV
Lincoln,Nevada,58462,66335,5180,32,017,NV
Washoe,Nevada,64791,79289,456936,32,031,NV
Carson City,Nevada,55718,71821,54773,32,510,NV
Churchill,Nevada,57824,67192,24259,32,001,NV
Douglas,Nevada,66810,77796,48132,32,005,NV
Pershing,Nevada,50491,62629,6615,32,027,NV
Eureka,Nevada,67105,85096,1859,32,011,NV
Humboldt,Nevada,67756,83256,16828,32,013,NV
White Pine,Nevada,60827,72238,9679,32,033,NV
Elko,Nevada,81232,91288,52297,32,007,NV
Nye,Nevada,47300,56667,44380,32,023,NV
Storey,Nevada,66292,74639,3988,32,029,NV
Clark,Nevada,59340,70114,2182004,32,003,NV
Lyon,Nevada,56875,67573,54380,32,019,NV
Merrimack,New Hampshire,75737,92777,149917,33,013,NH
Belknap,New Hampshire,69447,85589,60887,33,001,NH
Strafford,New Hampshire,72960,91077,129124,33,017,NH
Cheshire,New Hampshire,64751,83912,76042,33,005,NH
Grafton,New Hampshire,63389,84085,89777,33,009,NH
Rockingham,New Hampshire,93756,112363,306359,33,015,NH
Sullivan,New Hampshire,61312,78592,43104,33,019,NH
Hillsborough,New Hampshire,81460,100503,413035,33,011,NH
Coos,New Hampshire,47117,63096,31741,33,007,NH
Carroll,New Hampshire,63153,76695,48138,33,003,NH
Monmouth,New Jersey,99733,124778,621659,34,025,NJ
Sussex,New Jersey,94520,109397,141483,34,037,NJ
Essex,New Jersey,61510,80523,795404,34,013,NJ
Gloucester,New Jersey,87283,105658,291165,34,015,NJ
Passaic,New Jersey,69688,81873,503637,34,031,NJ
Bergen,New Jersey,101144,122981,930390,34,003,NJ
Warren,New Jersey,81307,100654,105862,34,041,NJ
Burlington,New Jersey,87416,105488,445702,34,005,NJ
Mercer,New Jersey,81057,105309,367922,34,021,NJ
Cumberland,New Jersey,54149,66085,151906,34,011,NJ
Somerset,New Jersey,113611,137981,329838,34,035,NJ
Ocean,New Jersey,70909,90024,596415,34,029,NJ
Atlantic,New Jersey,62110,78829,266105,34,001,NJ
Middlesex,New Jersey,89533,107149,825920,34,023,NJ
Salem,New Jersey,66842,87294,62990,34,033,NJ
Cape May,New Jersey,67074,83695,93086,34,009,NJ
Camden,New Jersey,70451,88575,506738,34,007,NJ
Union,New Jersey,80198,94933,554033,34,039,NJ
Hudson,New Jersey,71189,76019,670046,34,017,NJ
Hunterdon,New Jersey,115379,143105,124823,34,019,NJ
Morris,New Jersey,115527,141633,493379,34,027,NJ
Luna,New Mexico,29360,43283,24083,35,029,NM
Taos,New Mexico,38329,50031,32786,35,055,NM
Colfax,New Mexico,36302,51150,12168,35,007,NM
Harding,New Mexico,29375,49750,441,35,021,NM
Quay,New Mexico,29035,46250,8326,35,037,NM
Lincoln,New Mexico,46216,59602,19461,35,027,NM
Chaves,New Mexico,43359,51805,65144,35,005,NM
Lea,New Mexico,60546,66973,70277,35,025,NM
Santa Fe,New Mexico,61200,73098,149293,35,049,NM
Union,New Mexico,35884,45104,4133,35,059,NM
Sierra,New Mexico,29755,42301,11031,35,051,NM
Socorro,New Mexico,42083,49395,16858,35,053,NM
Roosevelt,New Mexico,42702,53760,18888,35,041,NM
Doña Ana,New Mexico,40973,49631,216069,35,013,NM
Los Alamos,New Mexico,121324,150332,18625,35,028,NM
Rio Arriba,New Mexico,39952,51242,39159,35,039,NM
San Miguel,New Mexico,30946,41563,27738,35,047,NM
Valencia,New Mexico,48945,54896,76027,35,061,NM
Torrance,New Mexico,36120,49787,15519,35,057,NM
Bernalillo,New Mexico,53329,67871,677858,35,001,NM
Otero,New Mexico,41988,53370,66137,35,035,NM
Cibola,New Mexico,39413,50901,26891,35,006,NM
De Baca,New Mexico,31625,55556,2040,35,011,NM
Guadalupe,New Mexico,24798,42438,4353,35,019,NM
Catron,New Mexico,41910,54271,3526,35,003,NM
Hidalgo,New Mexico,42526,52853,4297,35,023,NM
McKinley,New Mexico,33834,39439,72438,35,031,NM
Sandoval,New Mexico,63802,74711,142704,35,043,NM
Grant,New Mexico,37843,51558,27669,35,017,NM
Curry,New Mexico,45092,51020,49732,35,009,NM
Eddy,New Mexico,65328,74511,57732,35,015,NM
Mora,New Mexico,28446,38100,4536,35,033,NM
San Juan,New Mexico,50518,57070,126515,35,045,NM
Schoharie,New York,57714,71286,31222,36,095,NY
Fulton,New York,50482,61152,53646,36,035,NY
Rensselaer,New York,68991,87508,159185,36,083,NY
Franklin,New York,50407,63572,50477,36,033,NY
Queens,New York,68666,76998,2287388,36,081,NY
Washington,New York,57258,68813,61616,36,115,NY
New York,New York,86553,110035,1631993,36,061,NY
Cayuga,New York,58377,71907,77425,36,011,NY
Rockland,New York,93024,110289,324422,36,087,NY
Niagara,New York,55522,74256,210820,36,063,NY
Essex,New York,56763,68490,37459,36,031,NY
Nassau,New York,116100,135643,1356509,36,059,NY
Schuyler,New York,52327,70876,17920,36,097,NY
Chenango,New York,52002,62662,47909,36,017,NY
Jefferson,New York,52685,62510,112842,36,045,NY
Suffolk,New York,101031,118663,1483832,36,103,NY
Wyoming,New York,58052,70977,40305,36,121,NY
Oswego,New York,55967,67269,118339,36,075,NY
Wayne,New York,59449,71161,90519,36,117,NY
Broome,New York,52226,68775,193188,36,007,NY
Erie,New York,58121,78166,919355,36,029,NY
Sullivan,New York,57426,71365,75116,36,105,NY
Orange,New York,79944,97009,380085,36,071,NY
Bronx,New York,40088,47298,1435068,36,005,NY
Onondaga,New York,61359,81171,462872,36,067,NY
Clinton,New York,56365,71048,80583,36,019,NY
Seneca,New York,54545,70538,34390,36,099,NY
Putnam,New York,104486,122696,98787,36,079,NY
Herkimer,New York,54646,70028,62057,36,043,NY
Ontario,New York,64944,83244,109511,36,069,NY
Steuben,New York,53663,65970,96422,36,101,NY
Hamilton,New York,58675,71286,4515,36,041,NY
Chautauqua,New York,46820,61476,128496,36,013,NY
Kings,New York,60231,68306,2589974,36,047,NY
Tioga,New York,62999,77901,48686,36,107,NY
Orleans,New York,52620,61639,40904,36,073,NY
Saratoga,New York,84291,102897,228502,36,091,NY
Columbia,New York,66787,79775,60371,36,021,NY
Lewis,New York,54524,62508,26572,36,049,NY
Westchester,New York,96610,124670,968890,36,119,NY
Delaware,New York,49544,64686,44995,36,025,NY
Montgomery,New York,49462,60621,49302,36,057,NY
Richmond,New York,82783,100517,474893,36,085,NY
St. Lawrence,New York,50940,62727,108913,36,089,NY
Tompkins,New York,60240,86232,102642,36,109,NY
Warren,New York,61024,80392,64276,36,113,NY
Cortland,New York,56023,70192,47865,36,023,NY
Dutchess,New York,81219,102248,293754,36,027,NY
Monroe,New York,60075,79962,743341,36,055,NY
Oneida,New York,56027,71559,229959,36,065,NY
Ulster,New York,64304,82828,178665,36,111,NY
Chemung,New York,54940,69954,84895,36,015,NY
Livingston,New York,59510,75112,63591,36,051,NY
Otsego,New York,54028,69382,59972,36,077,NY
Greene,New York,53601,71097,47424,36,039,NY
Albany,New York,66252,94506,306968,36,001,NY
Allegany,New York,48412,60035,46688,36,003,NY
Cattaraugus,New York,48703,61002,77121,36,009,NY
Madison,New York,61633,79122,71205,36,053,NY
Schenectady,New York,65499,85332,154859,36,093,NY
Genesee,New York,60524,77910,57808,36,037,NY
Yates,New York,56563,73766,25011,36,123,NY
Haywood,North Carolina,51659,66176,61053,37,087,NC
Forsyth,North Carolina,51569,67362,375195,37,067,NC
Bladen,North Carolina,36173,47038,33407,37,017,NC
Carteret,North Carolina,57194,71425,69070,37,031,NC
Bertie,North Carolina,35527,51118,19380,37,015,NC
Martin,North Carolina,40090,47227,22849,37,117,NC
Perquimans,North Carolina,47162,62641,13430,37,143,NC
Rockingham,North Carolina,43579,54720,91077,37,157,NC
Camden,North Carolina,64572,75844,10551,37,029,NC
Gaston,North Carolina,52835,64608,219271,37,071,NC
Moore,North Carolina,59963,76561,97294,37,125,NC
Stanly,North Carolina,52623,64663,61588,37,167,NC
Yancey,North Carolina,42222,56590,17760,37,199,NC
Chatham,North Carolina,67031,83963,71338,37,037,NC
Johnston,North Carolina,59865,69409,196870,37,101,NC
Person,North Carolina,51020,65704,39345,37,145,NC
Ashe,North Carolina,40962,53859,26863,37,009,NC
Lenoir,North Carolina,39402,50410,56756,37,107,NC
Onslow,North Carolina,50278,56784,195069,37,133,NC
Rutherford,North Carolina,42608,53754,66599,37,161,NC
Yadkin,North Carolina,44682,55680,37602,37,197,NC
Burke,North Carolina,44557,55817,89968,37,023,NC
Greene,North Carolina,39837,54979,21033,37,079,NC
Mitchell,North Carolina,46103,59607,15004,37,121,NC
Chowan,North Carolina,46519,52111,14097,37,041,NC
Alleghany,North Carolina,37830,43897,11008,37,005,NC
Caldwell,North Carolina,44511,55308,81884,37,027,NC
Catawba,North Carolina,52056,64038,157613,37,035,NC
Cleveland,North Carolina,42247,52389,97282,37,045,NC
Craven,North Carolina,52687,64514,102491,37,049,NC
Edgecombe,North Carolina,36866,45005,52648,37,065,NC
Granville,North Carolina,55856,67290,59328,37,077,NC
Harnett,North Carolina,53554,64398,132283,37,085,NC
Hoke,North Carolina,48072,56565,53957,37,093,NC
Henderson,North Carolina,55945,71907,114913,37,089,NC
Hyde,North Carolina,39663,46838,5213,37,095,NC
Iredell,North Carolina,60955,73793,175538,37,097,NC
Mecklenburg,North Carolina,66641,83557,1074475,37,119,NC
Northampton,North Carolina,37146,44923,19946,37,131,NC
Pitt,North Carolina,47437,64059,178433,37,147,NC
Rowan,North Carolina,49842,60743,140296,37,159,NC
Vance,North Carolina,40529,49365,44479,37,181,NC
Cherokee,North Carolina,41438,52818,27969,37,039,NC
Currituck,North Carolina,69964,80534,26363,37,053,NC
Union,North Carolina,80033,91381,231053,37,179,NC
Wilkes,North Carolina,44107,56068,68469,37,193,NC
Nash,North Carolina,49537,63539,94030,37,127,NC
Alexander,North Carolina,48756,60331,37213,37,003,NC
Dare,North Carolina,59381,70946,36222,37,055,NC
Warren,North Carolina,36466,51373,19898,37,185,NC
Wilson,North Carolina,43877,58723,81435,37,195,NC
Gates,North Carolina,50750,61250,11548,37,073,NC
Graham,North Carolina,39571,49608,8509,37,075,NC
Madison,North Carolina,45873,62865,21499,37,115,NC
Pamlico,North Carolina,46728,61037,12701,37,137,NC
Polk,North Carolina,48787,59966,20557,37,149,NC
Randolph,North Carolina,47288,57186,143118,37,151,NC
Stokes,North Carolina,48054,59026,45781,37,169,NC
Washington,North Carolina,35979,48774,11922,37,187,NC
Clay,North Carolina,42222,51833,10946,37,043,NC
Cumberland,North Carolina,46875,55965,332861,37,051,NC
Guilford,North Carolina,53261,67355,527868,37,081,NC
Jackson,North Carolina,47252,62387,42938,37,099,NC
Pasquotank,North Carolina,50558,66242,39514,37,139,NC
Robeson,North Carolina,34976,44100,132596,37,155,NC
Swain,North Carolina,39317,53497,14260,37,173,NC
Wake,North Carolina,80591,100539,1069079,37,183,NC
Anson,North Carolina,40213,51159,24902,37,007,NC
McDowell,North Carolina,43646,54217,45227,37,111,NC
Franklin,North Carolina,55193,66664,66362,37,069,NC
Jones,North Carolina,38158,51423,9594,37,103,NC
Macon,North Carolina,45507,57171,34813,37,113,NC
Brunswick,North Carolina,58236,71857,131815,37,019,NC
Transylvania,North Carolina,50212,61739,33775,37,175,NC
Beaufort,North Carolina,45212,59555,47168,37,013,NC
Columbus,North Carolina,37628,48655,56068,37,047,NC
Lincoln,North Carolina,57536,70706,82919,37,109,NC
Montgomery,North Carolina,44146,56028,27252,37,123,NC
Orange,North Carolina,71723,104981,144836,37,135,NC
Richmond,North Carolina,36148,46669,44997,37,153,NC
Sampson,North Carolina,42151,52417,63385,37,163,NC
Surry,North Carolina,43597,59488,71971,37,171,NC
Avery,North Carolina,40340,49650,17506,37,011,NC
Buncombe,North Carolina,52207,67614,256886,37,021,NC
Cabarrus,North Carolina,67328,81928,206615,37,025,NC
Caswell,North Carolina,45733,59676,22684,37,033,NC
Davie,North Carolina,60434,72599,42257,37,059,NC
Davidson,North Carolina,49546,60913,165381,37,057,NC
Duplin,North Carolina,41764,52583,58967,37,061,NC
Durham,North Carolina,60958,81263,311848,37,063,NC
Hertford,North Carolina,41028,48630,24012,37,091,NC
Lee,North Carolina,49994,59667,60481,37,105,NC
New Hanover,North Carolina,54891,76736,227938,37,129,NC
Pender,North Carolina,57240,72418,60399,37,141,NC
Wayne,North Carolina,44416,54585,123603,37,191,NC
Scotland,North Carolina,37238,46406,35076,37,165,NC
Watauga,North Carolina,47526,73947,54925,37,189,NC
Halifax,North Carolina,35502,44719,51190,37,083,NC
Alamance,North Carolina,49688,65056,163324,37,001,NC
Tyrrell,North Carolina,35300,50541,4095,37,177,NC
Traill,North Dakota,64453,86920,8008,38,097,ND
Dickey,North Dakota,65492,82051,4938,38,021,ND
Ward,North Dakota,68871,87132,68812,38,101,ND
Pembina,North Dakota,64549,81483,6947,38,067,ND
Hettinger,North Dakota,60164,76167,2547,38,041,ND
Cass,North Dakota,64482,87669,176975,38,017,ND
Emmons,North Dakota,55902,72941,3310,38,029,ND
Richland,North Dakota,61371,78412,16254,38,077,ND
Adams,North Dakota,56681,86528,2311,38,001,ND
Eddy,North Dakota,54868,79583,2301,38,027,ND
Mercer,North Dakota,82181,97866,8462,38,057,ND
Ransom,North Dakota,63903,79038,5314,38,073,ND
Sioux,North Dakota,38939,42619,4373,38,085,ND
Golden Valley,North Dakota,58690,73325,1845,38,033,ND
Towner,North Dakota,52300,75950,2224,38,095,ND
Divide,North Dakota,62865,89063,2335,38,023,ND
Sargent,North Dakota,63073,81397,3872,38,081,ND
Stark,North Dakota,72045,96087,31081,38,089,ND
Wells,North Dakota,57582,77283,3976,38,103,ND
Burke,North Dakota,77232,94028,2182,38,013,ND
Mountrail,North Dakota,72147,85948,10321,38,061,ND
Williams,North Dakota,87161,100650,35208,38,105,ND
Billings,North Dakota,75208,92344,922,38,007,ND
Kidder,North Dakota,54643,63716,2466,38,043,ND
Cavalier,North Dakota,64798,81318,3803,38,019,ND
Grant,North Dakota,50938,72232,2353,38,037,ND
McHenry,North Dakota,64179,86133,5878,38,049,ND
Steele,North Dakota,70724,90179,1744,38,091,ND
Benson,North Dakota,47667,54962,6873,38,005,ND
LaMoure,North Dakota,60806,78162,4125,38,045,ND
Morton,North Dakota,70556,93092,30868,38,059,ND
Dunn,North Dakota,76719,107625,4395,38,025,ND
McIntosh,North Dakota,52587,64926,2597,38,051,ND
Nelson,North Dakota,52039,78917,2894,38,063,ND
Rolette,North Dakota,43158,53285,14511,38,079,ND
Walsh,North Dakota,55700,70769,10751,38,099,ND
Bottineau,North Dakota,60381,78837,6502,38,009,ND
Barnes,North Dakota,58365,85966,10706,38,003,ND
Grand Forks,North Dakota,54051,82304,70224,38,035,ND
McKenzie,North Dakota,77845,87273,13334,38,053,ND
McLean,North Dakota,68529,81944,9584,38,055,ND
Pierce,North Dakota,55660,68770,4126,38,069,ND
Renville,North Dakota,73182,88125,2442,38,075,ND
Bowman,North Dakota,62442,88462,3148,38,011,ND
Burleigh,North Dakota,71524,95104,94793,38,015,ND
Logan,North Dakota,59375,69650,1872,38,047,ND
Oliver,North Dakota,78929,87292,1842,38,065,ND
Stutsman,North Dakota,57674,76207,20965,38,093,ND
Ramsey,North Dakota,58910,84306,11583,38,071,ND
Foster,North Dakota,61425,91750,3260,38,031,ND
Griggs,North Dakota,53565,76908,2409,38,039,ND
Sheridan,North Dakota,51055,64000,1409,38,083,ND
Slope,North Dakota,63611,71250,742,38,087,ND
